Incident Number,Time in Alarm DateTime,Incident Date,Total Time Dispatch Notified to Last Unit Cleared(seconds),Incident Type Code,Incident Type,Location Street Address,Latitude,Longitude,Location ZIP
24-0025842,7/5/2024 1:46,7/5/2024,1209,143,Grass fire,3500 NEW YORK Avenue,32.68879,-97.080649,76014
24-0025845,7/5/2024 1:46,7/5/2024,1970,142,Brush or brush-and-grass mixture fire,1115 LYNDA Lane,32.718289,-97.123074,76013
24-0025849,7/5/2024 2:09,7/5/2024,1695,154,Dumpster or other outside trash receptacle fire,2332 BROWN OAKS Drive,32.773608,-97.101084,76011
24-0025865,7/5/2024 8:01,7/5/2024,868,131,Passenger vehicle fire,2101 WORTH Street,32.690998,-97.073677,76014
24-0025946,7/5/2024 21:52,7/5/2024,2483,113,"Cooking fire, confined to container",4151 VIRIDIAN VILLAGE Drive,32.799805,-97.094073,76040
24-0025960,7/6/2024 1:33,7/6/2024,3030,154,Dumpster or other outside trash receptacle fire,2253 LORI Circle,32.707149,-97.100965,76010
24-0025992,7/6/2024 10:46,7/6/2024,1199,151,"Outside rubbish, trash or waste fire",CANTOR Drive,32.769223,-97.093705,76011
24-0026001,7/6/2024 11:43,7/6/2024,674,151,"Outside rubbish, trash or waste fire",339 North BOWEN Road,32.737272,-97.148288,76012
24-0026097,7/7/2024 6:04,7/7/2024,5854,111,Building fire,1804 CHERYL Court,32.7146,-97.135631,76013
24-0026157,7/7/2024 17:49,7/7/2024,3797,111,Building fire,1720 GLENVIEW Lane,32.693828,-97.083052,76014
24-0026170,7/7/2024 18:41,7/7/2024,9220,131,Passenger vehicle fire,3100 West DIVISION Street,32.735766,-97.158389,76012
24-0026175,7/7/2024 20:19,7/7/2024,4016,142,Brush or brush-and-grass mixture fire,735 WASHINGTON Drive,32.77108,-97.099839,76011
24-0026235,7/8/2024 8:47,7/8/2024,6460,111,Building fire,1507 North WATSON Road,32.772879,-97.062892,76006
24-0026270,7/8/2024 12:28,7/8/2024,5361,111,Building fire,4820 West SUBLETT Road,32.646278,-97.18381,76001
24-0026363,7/9/2024 11:23,7/9/2024,407,143,Grass fire,2202 NEW YORK Avenue,32.71022,-97.080362,76010
24-0026372,7/9/2024 13:29,7/9/2024,630,118,"Trash or rubbish fire, contained",3811 MELSTONE Drive,32.687319,-97.193247,76016
24-0026383,7/9/2024 14:54,7/9/2024,596,143,Grass fire,SH 360 SB EXIT MAYFIELD RMP,32.691425,-97.062777,76014
24-0026407,7/9/2024 17:08,7/9/2024,756,151,"Outside rubbish, trash or waste fire",2415 MATLOCK Road,32.70542,-97.114537,76014
24-0026409,7/9/2024 17:05,7/9/2024,1578,131,Passenger vehicle fire,US 287 NB TO I20 EB RMP,32.671018,-97.20727,76017
24-0026428,7/9/2024 20:07,7/9/2024,1980,131,Passenger vehicle fire,6207 BERLINETTA Drive,32.643704,-97.123304,76001
24-0026446,7/9/2024 22:12,7/9/2024,2568,154,Dumpster or other outside trash receptacle fire,100 West PIONEER PWY,32.707205,-97.109017,76010
24-0026447,7/9/2024 22:44,7/9/2024,1878,151,"Outside rubbish, trash or waste fire",1001 East ABRAM Street,32.735535,-97.096191,76010
24-0026454,7/10/2024 0:43,7/10/2024,2640,154,Dumpster or other outside trash receptacle fire,100 West PIONEER PWY,32.707205,-97.109017,76010
24-0026534,7/10/2024 15:35,7/10/2024,2739,151,"Outside rubbish, trash or waste fire",1000 West BEADY Road,32.778798,-97.117537,76006
24-0026540,7/10/2024 16:54,7/10/2024,10015,111,Building fire,203 CHASEMORE Lane,32.670131,-97.110592,76018
24-0026638,7/11/2024 13:43,7/11/2024,2235,154,Dumpster or other outside trash receptacle fire,2409 CENTENNIAL Drive,32.74598,-97.065984,76011
24-0026663,7/11/2024 17:04,7/11/2024,1914,143,Grass fire,2420 East ABRAM Street,32.734984,-97.06764,76010
24-0026676,7/11/2024 18:32,7/11/2024,2045,111,Building fire,5601 HEARTHWOOD Court,32.685552,-97.191715,76016
24-0026687,7/11/2024 20:36,7/11/2024,1659,151,"Outside rubbish, trash or waste fire",6600 HALF MOON Drive,32.640607,-97.184104,76001
24-0026775,7/12/2024 15:36,7/12/2024,1933,150,"Outside rubbish fire, other",2420 East ABRAM Street,32.734984,-97.06764,76010
24-0026796,7/12/2024 18:22,7/12/2024,3641,150,"Outside rubbish fire, other",2508 HOLLANDALE Circle,32.732039,-97.063768,76010
24-0026817,7/12/2024 22:08,7/12/2024,7543,143,Grass fire,5700 US 287 Highway,32.653597,-97.191662,76016
24-0026829,7/13/2024 1:32,7/13/2024,1736,113,"Cooking fire, confined to container",2504 FOREST DALE Lane,32.787721,-97.063846,76006
24-0026842,7/13/2024 4:30,7/13/2024,2325,131,Passenger vehicle fire,2100 Southeast PWY,32.641167,-97.075153,76002
24-0026880,7/13/2024 14:11,7/13/2024,1179,140,"Natural vegetation fire, other",100 Forest Edge,32.731715,-97.168064,76012
24-0026903,7/13/2024 17:57,7/13/2024,647,143,Grass fire,BALLWEG Road,32.6164,-97.093555,76002
24-0026918,7/13/2024 18:57,7/13/2024,2506,112,Fires in structure other than in a building,6001 WOODLAKE Drive,32.695619,-97.199432,76016
24-0026920,7/13/2024 18:41,7/13/2024,5261,142,Brush or brush-and-grass mixture fire,BALLWEG Road,32.6164,-97.093555,76002
24-0027038,7/14/2024 17:19,7/14/2024,4311,131,Passenger vehicle fire,2200-BLK South WATSON Road,32.712187,-97.064846,76010
24-0027087,7/15/2024 5:28,7/15/2024,6021,130,"Mobile property (vehicle) fire, other",700 East RANDOL MILL Road,32.750029,-97.0997,76011
24-0027141,7/15/2024 15:21,7/15/2024,1045,154,Dumpster or other outside trash receptacle fire,1106 West ARBROOK BLV,32.681922,-97.123511,76015
24-0027166,7/15/2024 19:11,7/15/2024,8668,111,Building fire,2824 FOREST BROOK Lane,0,0,76006
24-0027184,7/15/2024 22:17,7/15/2024,1495,154,Dumpster or other outside trash receptacle fire,1220 GIBBINS Road,32.754223,-97.111423,76011
24-0027210,7/16/2024 3:27,7/16/2024,24815,111,Building fire,2315 South COOPER Street,32.706499,-97.117381,76015
24-0027234,7/16/2024 11:32,7/16/2024,2302,160,"Special outside fire, other",2315 South COOPER Street,32.706499,-97.117381,76015
24-0027306,7/16/2024 19:54,7/16/2024,1970,154,Dumpster or other outside trash receptacle fire,1916 SAVOY Drive,32.765752,-97.071872,76006
24-0027319,7/16/2024 22:55,7/16/2024,3151,111,Building fire,2137 PARK SPRINGS Circle,32.712759,-97.167636,76013
24-0027333,7/17/2024 4:33,7/17/2024,4634,111,Building fire,2601 South COOPER Street,32.701931,-97.120681,76015
24-0027473,7/18/2024 14:01,7/18/2024,6848,111,Building fire,5207 VILLA DEL MAR Avenue,32.662211,-97.130972,76017
24-0027563,7/19/2024 10:39,7/19/2024,605,151,"Outside rubbish, trash or waste fire",4216 OAK SPRINGS Drive,32.680332,-97.182174,76016
24-0027596,7/19/2024 15:03,7/19/2024,1009,130,"Mobile property (vehicle) fire, other",7515 RUSSELL CURRY Road,32.622859,-97.170184,76001
24-0027619,7/19/2024 18:17,7/19/2024,1629,130,"Mobile property (vehicle) fire, other",7515 RUSSELL CURRY Road,32.622859,-97.170184,76001
24-0027719,7/20/2024 14:47,7/20/2024,920,150,"Outside rubbish fire, other",1010 East LOVERS Lane,32.713585,-97.094677,76010
24-0027739,7/20/2024 17:18,7/20/2024,615,160,"Special outside fire, other",2247 BROWN BLV,32.774476,-97.069108,76006
24-0027767,7/20/2024 21:08,7/20/2024,855,151,"Outside rubbish, trash or waste fire",SHERRY Street,32.706096,-97.071812,76010
24-0027974,7/22/2024 19:04,7/22/2024,1258,113,"Cooking fire, confined to container",5914 ROYALCREST Drive,32.649655,-97.13218,76017
24-0028083,7/23/2024 19:02,7/23/2024,926,113,"Cooking fire, confined to container",501 SUMMIT Avenue,32.732347,-97.121681,76013
24-0028106,7/23/2024 23:30,7/23/2024,545,151,"Outside rubbish, trash or waste fire",GAYE Lane,32.750183,-97.124717,76012
24-0028256,7/25/2024 6:19,7/25/2024,1531,151,"Outside rubbish, trash or waste fire",1116 North COLLINS Street,32.752597,-97.097671,76011
24-0028435,7/26/2024 14:39,7/26/2024,1161,131,Passenger vehicle fire,200 West PARK ROW Drive,32.721092,-97.106231,76010
24-0028518,7/27/2024 5:50,7/27/2024,1963,151,"Outside rubbish, trash or waste fire",I30 WB EXIT BALLPARK RMP,32.761166,-97.075996,76011
24-0028528,7/27/2024 8:07,7/27/2024,10891,111,Building fire,6608 CRESTFIELD Drive,32.674024,-97.213961,76016
24-0028542,7/27/2024 10:50,7/27/2024,2041,113,"Cooking fire, confined to container",2307 MISTY RIDGE Circle,32.774208,-97.099877,76011
24-0028589,7/27/2024 19:15,7/27/2024,3408,131,Passenger vehicle fire,East MITCHELL Street,32.725623,-97.063093,76010
24-0028629,7/28/2024 4:54,7/28/2024,5510,111,Building fire,1802 LOMITA Lane,32.715376,-97.058258,76010
24-0028694,7/28/2024 18:57,7/28/2024,1202,113,"Cooking fire, confined to container",2007 THAMES Drive,32.664668,-97.13761,76017
24-0028749,7/29/2024 6:24,7/29/2024,1310,154,Dumpster or other outside trash receptacle fire,1905 BROWN BLV,32.774145,-97.079526,76006
24-0028783,7/29/2024 12:13,7/29/2024,11306,111,Building fire,7921 DECOY Drive,32.612162,-97.084475,76002
24-0028791,7/29/2024 12:28,7/29/2024,5127,131,Passenger vehicle fire,SH 360 NB TO AVENUE H,32.773651,-97.062128,76006
24-0028825,7/29/2024 16:43,7/29/2024,3476,111,Building fire,2615 COUNTRY RIDGE Lane,32.780168,-97.065185,76006
24-0028837,7/29/2024 18:49,7/29/2024,5495,131,Passenger vehicle fire,1955 PARK Avenue South,32.708149,-97.079105,76010
24-0028857,7/29/2024 23:20,7/29/2024,3382,111,Building fire,2500 BURNEY Road,32.778929,-97.065495,76006
24-0028876,7/30/2024 5:25,7/30/2024,1631,118,"Trash or rubbish fire, contained",707 East WILLIAMSBURG Manor,32.701263,-97.101126,76014
24-0028880,7/30/2024 6:37,7/30/2024,8579,111,Building fire,502 GREEN OAKS Circle,32.784776,-97.113167,76006
24-0028899,7/30/2024 11:35,7/30/2024,1612,131,Passenger vehicle fire,200 South COLLINS Street,32.735548,-97.097338,76010
24-0028946,7/30/2024 19:20,7/30/2024,3371,154,Dumpster or other outside trash receptacle fire,1500 STONECREST Lane,32.770562,-97.088329,76011
24-0028952,7/30/2024 21:34,7/30/2024,728,151,"Outside rubbish, trash or waste fire",2307 BALSAM Drive,32.772946,-97.067999,76006
24-0029012,7/31/2024 11:02,7/31/2024,1675,112,Fires in structure other than in a building,2100 FAIRBROOK Avenue,32.713053,-97.073263,76010
24-0029140,8/1/2024 12:22,8/1/2024,1607,113,"Cooking fire, confined to container",2222 DUDLEY Circle,32.70771,-97.104717,76010
24-0029164,8/1/2024 15:22,8/1/2024,944,111,Building fire,2112 COTTONCREEK Drive,32.768527,-97.099018,76011
24-0029293,8/2/2024 14:34,8/2/2024,9125,111,Building fire,8301 MACGREGOR Drive,32.611253,-97.08994,76002
24-0029295,8/2/2024 14:39,8/2/2024,2583,131,Passenger vehicle fire,2411 WESTWOOD Drive,32.750058,-97.150821,76012
24-0029404,8/3/2024 8:59,8/3/2024,4556,111,Building fire,6306 WILLOW SPRINGS Drive,32.641748,-97.177075,76001
24-0029481,8/3/2024 19:23,8/3/2024,1235,154,Dumpster or other outside trash receptacle fire,2618 COLORADO Circle,32.701386,-97.126016,76015
24-0029484,8/3/2024 19:46,8/3/2024,7961,111,Building fire,2302 East TIMBERVIEW Lane,32.700135,-97.071061,76014
24-0029604,8/4/2024 17:49,8/4/2024,1585,113,"Cooking fire, confined to container",1250 West PIONEER PWY,32.709029,-97.124655,76013
24-0029616,8/4/2024 20:36,8/4/2024,864,143,Grass fire,2322 SHERRY Street,32.705272,-97.072271,76014
24-0029635,8/4/2024 22:18,8/4/2024,3073,154,Dumpster or other outside trash receptacle fire,2628 MATLOCK Road,32.700851,-97.114803,76014
24-0029699,8/5/2024 13:49,8/5/2024,1704,131,Passenger vehicle fire,US 287 SB TO KENNEDALE-SUBLETT,32.64625,-97.185305,76001
24-0029732,8/5/2024 20:20,8/5/2024,3377,112,Fires in structure other than in a building,4867 SHERRY Street,32.671717,-97.072701,76018
24-0029734,8/5/2024 21:06,8/5/2024,2196,131,Passenger vehicle fire,I20 EB ENTER BOWEN RMP,32.674698,-97.147347,76017
24-0029801,8/6/2024 14:01,8/6/2024,680,118,"Trash or rubbish fire, contained",909 DELK Drive,32.725749,-97.147259,76013
24-0029956,8/7/2024 15:39,8/7/2024,1860,143,Grass fire,1105 West I20 Highway,32.677732,-97.12366,76015
24-0029964,8/7/2024 17:04,8/7/2024,963,151,"Outside rubbish, trash or waste fire",100 VINSON Street,32.736811,-97.100113,76010
24-0030078,8/8/2024 15:09,8/8/2024,765,151,"Outside rubbish, trash or waste fire",2106 MIRIAM Lane,32.723874,-97.074823,76010
24-0030079,8/8/2024 15:00,8/8/2024,1226,113,"Cooking fire, confined to container",3035 East PARK ROW Drive,32.721425,-97.055584,76010
24-0030089,8/8/2024 16:37,8/8/2024,381,142,Brush or brush-and-grass mixture fire,210 West SOUTH Street,32.734899,-97.109055,76010
24-0030207,8/9/2024 16:53,8/9/2024,3121,111,Building fire,1050 Northeast GREEN OAKS BLV,32.784559,-97.094625,76006
24-0030242,8/9/2024 21:26,8/9/2024,11341,111,Building fire,3419 Swan Court,32.688174,-97.118878,76015
24-0030304,8/10/2024 11:10,8/10/2024,6075,111,Building fire,4325 SMOKEY QUARTZ Lane,32.804997,-97.082382,76005
24-0030318,8/10/2024 14:25,8/10/2024,830,113,"Cooking fire, confined to container",5869 South COOPER Street,32.650931,-97.134834,76017
24-0030333,8/10/2024 15:51,8/10/2024,964,150,"Outside rubbish fire, other",400 South COLLINS Street,32.73202,-97.098567,76010
24-0030391,8/11/2024 1:12,8/11/2024,3584,111,Building fire,5503 ALTA VERDE Circle,32.656348,-97.200285,76017
24-0030394,8/11/2024 2:17,8/11/2024,1908,154,Dumpster or other outside trash receptacle fire,820 BENGE Drive,32.724319,-97.117771,76013
24-0030480,8/11/2024 22:11,8/11/2024,3209,131,Passenger vehicle fire,West I20 FWY EB,32.675934,-97.177401,76010
24-0030489,8/12/2024 0:30,8/12/2024,1544,154,Dumpster or other outside trash receptacle fire,2116 FOREST HILLS Drive,32.769481,-97.104416,76011
24-0030490,8/12/2024 0:12,8/12/2024,2799,131,Passenger vehicle fire,327 LAS BRISAS Drive,32.773185,-97.071404,76006
24-0030540,8/12/2024 12:32,8/12/2024,1879,113,"Cooking fire, confined to container",3901 West ARKANSAS Lane,32.707469,-97.165773,76016
24-0030548,8/12/2024 13:22,8/12/2024,765,143,Grass fire,South WATSON Road,32.661588,-97.063422,76018
24-0030594,8/12/2024 17:44,8/12/2024,12197,111,Building fire,801 CONNALLY Terrace,32.716855,-97.099262,76010
24-0030610,8/12/2024 19:54,8/12/2024,1046,113,"Cooking fire, confined to container",1519 RAMBLER Road,32.697486,-97.087453,76014
24-0030723,8/13/2024 18:07,8/13/2024,1343,140,"Natural vegetation fire, other",2198 LINCOLN Drive,32.769553,-97.105148,76011
24-0030724,8/13/2024 18:23,8/13/2024,659,150,"Outside rubbish fire, other",West PIONEER PWY,32.715843,-97.168935,76013
24-0030739,8/13/2024 20:47,8/13/2024,705,140,"Natural vegetation fire, other",934 MAZATLAN Drive,32.609664,-97.09204,76002
24-0030828,8/14/2024 15:15,8/14/2024,3194,111,Building fire,2504 HOLLANDALE Circle,32.732058,-97.064239,76010
24-0030836,8/14/2024 17:26,8/14/2024,908,143,Grass fire,1959 East PIONEER PWY,32.71022,-97.080362,76010
24-0030838,8/14/2024 17:25,8/14/2024,1235,154,Dumpster or other outside trash receptacle fire,2101 ELM POINT Drive,32.712782,-97.075165,76010
24-0030848,8/14/2024 18:15,8/14/2024,4933,142,Brush or brush-and-grass mixture fire,3909 TRISHA VAL Court,32.685873,-97.170555,76016
24-0030874,8/15/2024 0:24,8/15/2024,3912,111,Building fire,2153 PARK SPRINGS Circle,32.712759,-97.167636,76013
24-0031057,8/16/2024 11:10,8/16/2024,587,113,"Cooking fire, confined to container",1404 SOUTHMOOR Drive,32.709518,-97.088766,76010
24-0031065,8/16/2024 12:23,8/16/2024,2951,143,Grass fire,1200 West NATHAN LOWE Road,32.655373,-97.13177,76016
24-0031116,8/16/2024 20:16,8/16/2024,2416,143,Grass fire,I20 EB ENTER GREEN OAKS RMP,32.674791,-97.194256,76017
24-0031220,8/17/2024 16:00,8/17/2024,3833,130,"Mobile property (vehicle) fire, other",West SUBLETT Road,32.64627,-97.184501,76017
24-0031243,8/17/2024 19:30,8/17/2024,752,151,"Outside rubbish, trash or waste fire",1421 East PARK ROW Drive,32.720975,-97.092223,76010
24-0031261,8/17/2024 22:41,8/17/2024,1340,142,Brush or brush-and-grass mixture fire,4100 CROSSGATE Court,32.6831,-97.215266,76016
24-0031265,8/18/2024 0:26,8/18/2024,806,150,"Outside rubbish fire, other",1504 NANDINA Drive,32.682802,-97.087369,76014
24-0031300,8/18/2024 9:24,8/18/2024,1702,154,Dumpster or other outside trash receptacle fire,2000 WILLOW POINT Drive,32.712782,-97.075165,76010
24-0031323,8/18/2024 13:10,8/18/2024,1436,113,"Cooking fire, confined to container",1603 South OAK Street,32.71891,-97.109963,76010
24-0031329,8/18/2024 14:49,8/18/2024,1929,112,Fires in structure other than in a building,2610 NIKOS PLC,32.781268,-97.063597,76006
24-0031331,8/18/2024 14:48,8/18/2024,1097,154,Dumpster or other outside trash receptacle fire,2101 WILCREST Drive,32.71294,-97.073677,76010
24-0031335,8/18/2024 15:27,8/18/2024,548,143,Grass fire,1077 North COLLINS Street,32.751472,-97.09727,76011
24-0031356,8/18/2024 17:44,8/18/2024,582,150,"Outside rubbish fire, other",825 South COLLINS Street,32.726696,-97.096982,76010
24-0031437,8/19/2024 10:26,8/19/2024,875,150,"Outside rubbish fire, other",4898 LITTLE Road,32.669768,-97.203082,76017
24-0031459,8/19/2024 13:23,8/19/2024,1733,131,Passenger vehicle fire,SH 360 SB TO I20 WB RMP,32.677713,-97.062781,76014
24-0031647,8/20/2024 18:20,8/20/2024,2426,111,Building fire,1506 STONELEIGH Court,32.76916,-97.089287,76011
24-0031665,8/20/2024 20:42,8/20/2024,1808,160,"Special outside fire, other",3504 CHATHAM GREEN Lane,32.68678,-97.112911,76014
24-0031739,8/21/2024 11:11,8/21/2024,1608,143,Grass fire,SH 360 SB EXIT MAYFIELD RMP,32.691425,-97.062777,76014
24-0031757,8/21/2024 13:02,8/21/2024,2944,131,Passenger vehicle fire,1207 West SECOND Street,32.731928,-97.124258,76013
24-0031901,8/22/2024 15:51,8/22/2024,1539,131,Passenger vehicle fire,501 West DIVISION Street,32.739157,-97.111288,76011
24-0031928,8/22/2024 19:47,8/22/2024,1196,112,Fires in structure other than in a building,1811 FENNEL Lane,32.716024,-97.067634,76010
24-0031947,8/23/2024 2:01,8/23/2024,8714,131,Passenger vehicle fire,2516 SUMMER PLACE Drive,32.702829,-97.071389,76014
24-0031974,8/23/2024 9:36,8/23/2024,3264,151,"Outside rubbish, trash or waste fire",1212 HARRISON Avenue,32.737536,-97.091411,76011
24-0031996,8/23/2024 13:18,8/23/2024,3580,131,Passenger vehicle fire,1402 CHEROKEE Street,32.755127,-97.127688,76012
24-0032133,8/24/2024 12:48,8/24/2024,909,142,Brush or brush-and-grass mixture fire,720 PEACH Street,32.744689,-97.098861,76011
24-0032168,8/24/2024 15:55,8/24/2024,1588,154,Dumpster or other outside trash receptacle fire,6251 JOPLIN Road,32.643949,-97.188137,76001
24-0032283,8/25/2024 13:29,8/25/2024,3754,140,"Natural vegetation fire, other",1220 South PECAN Street,32.724322,-97.108874,76010
24-0032303,8/25/2024 17:55,8/25/2024,928,113,"Cooking fire, confined to container",1201 South BOWEN Road,32.723102,-97.1491,76013
24-0032317,8/25/2024 19:36,8/25/2024,2211,154,Dumpster or other outside trash receptacle fire,755 TAFT Drive,32.767675,-97.101905,76011
24-0032320,8/25/2024 20:53,8/25/2024,1199,151,"Outside rubbish, trash or waste fire",1610 BRIARPATH Lane,32.667628,-97.081818,76018
24-0032399,8/26/2024 12:29,8/26/2024,7180,111,Building fire,2219 WEBB LYNN Road,32.635182,-97.06927,76002
24-0032431,8/26/2024 16:16,8/26/2024,1989,131,Passenger vehicle fire,CREST Drive,32.669601,-97.197679,76016
24-0032441,8/26/2024 17:15,8/26/2024,2312,160,"Special outside fire, other",WAVERLY Drive,32.689565,-97.122071,76011
24-0032448,8/26/2024 19:05,8/26/2024,2056,143,Grass fire,I20 EB ENTER BOWEN RMP,32.674698,-97.147347,76016
24-0032460,8/26/2024 20:56,8/26/2024,3207,154,Dumpster or other outside trash receptacle fire,1916 North PEYCO Drive,32.633187,-97.142342,76001
24-0032483,8/27/2024 2:13,8/27/2024,2074,118,"Trash or rubbish fire, contained",2315 South COOPER Street,32.706499,-97.117381,76015
24-0032494,8/27/2024 7:56,8/27/2024,988,113,"Cooking fire, confined to container",500 East SANFORD Street,32.743521,-97.102518,76011
24-0032551,8/27/2024 18:11,8/27/2024,995,151,"Outside rubbish, trash or waste fire",8211 US 287 BUS Highway,32.612194,-97.183118,76001
24-0032553,8/27/2024 17:48,8/27/2024,3142,131,Passenger vehicle fire,1121 DEBBIE Lane,32.606803,-97.085516,76002
24-0032561,8/27/2024 19:45,8/27/2024,564,151,"Outside rubbish, trash or waste fire",1614 BROWNING Drive,32.718713,-97.083757,76010
24-0032564,8/27/2024 20:01,8/27/2024,852,150,"Outside rubbish fire, other",202 JUNIPER Drive,32.663454,-97.112462,76018
